Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
1437,Pressure really seek create,"Adventure,Comedy,Fantasy","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",William Oldroyd,"Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough",1989,157,4.1,394687,951.87,56
1438,Describe,"Horror,Mystery",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,Mark Herman,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",1991,109,4.5,255920,758.49,50
1439,Until hospital,"Action,Adventure,Biography","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Fede Alvarez,"Lily Collins, Jamie Campbell Bower, Robert Sheehan,Jemima West",2003,149,7.6,393109,15.31,52
1440,Camera four,"Animation,Fantasy",Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,Lee Toland Krieger,"Matt Damon, Edgar RamÃ­rez, Joan Allen, Julia Stiles",1988,163,4.3,745366,935.67,83
1441,Why test sport,"Action,Mystery,Sci-Fi","In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",Jeremy Saulnier,"Dave Bautista, Alain Moussi, Gina Carano, Jean-Claude Van Damme",2011,86,6.9,820968,586.49,46
1442,Summer skill,"Action,Comedy,Drama","In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.",So Yong Kim,"Bradley Cooper, Anna Friel, Abbie Cornish, Robert De Niro",2019,154,5,176400,,67
1443,Trade respond along,"Comedy,Romance","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",Denzel Washington,"Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton",1984,160,6.1,735104,291.19,49
1444,Free attorney impact after,"Horror,Mystery","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Ben Wheatley,"Channing Tatum, Rosario Dawson, Chris Pratt, Jenna Dewan Tatum",2005,155,7.6,948978,919.82,49
1445,Husband single author number,"Drama,Musical,Romance","A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters, runaway slaves, and women in an uprising against the corrupt local Confederate government.",Alfonso CuarÃ³n,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",2018,84,8.9,526543,101.48,79
1446,Describe,"Adventure,Crime,Mystery","Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",Sam Taylor-Johnson,"Brad Pitt, Cate Blanchett, Gael GarcÃ­a Bernal, Mohamed Akhzam",2001,166,7.5,130498,88.45,31
1447,Main year type campaign,"Action,Comedy,Sci-Fi","Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures.",Patrick Tatopoulos,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",2019,178,5.3,826514,147.16,47
1448,Guy myself,"Biography,Drama,Mystery","A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father.",Alfonso Gomez-Rejon,"Owen Wilson, Larry the Cable Guy,Michael Caine, Emily Mortimer",2011,101,9,851884,,71
1449,Soon they,"Action,Adventure,Thriller","An adventurous mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",Jalil Lespert,"Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel",1995,169,8.8,843322,792.17,99
1450,Network decision risk,"Adventure,Drama","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Wes Ball,"Shailene Woodley, Theo James, Jeff Daniels,Naomi Watts",2010,165,7.3,756546,169.74,51
1451,Within deal,"Drama,Romance",An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,Michael Patrick King,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale",1982,105,8.7,911746,682.62,43
1452,Able change know,"Comedy,Horror,Romance","While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Spike Lee,"Emile Hirsch, ZoÃ« Kravitz, Zoey Deutch,Emory Cohen",2004,89,5.6,169053,,47
1453,Activity enough,"Crime,Drama,Fantasy","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",Olivier Assayas,"Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell",1989,130,6.9,147148,507.81,43
1454,Can share,"Mystery,Thriller,Western","Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",Bong Joon Ho,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval",1992,148,4.8,373224,930.49,37
1455,Personal body such,"Comedy,Drama,Musical","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",Christopher Landon,"QuvenzhanÃ© Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",2011,144,6.4,140918,894.39,100
1456,Own cause peace,"Drama,Thriller","When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",Justin Lin,"Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",2009,113,4.8,970105,392.19,49
1457,Position view month customer,"Action,Comedy,Crime","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",Luc Besson,"Mahershala Ali, Shariff Earp, Duan Sanderson, Alex R. Hibbert",1996,103,8.2,537715,975.87,52
1458,Relate spring,"Adventure,Horror",Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,Mick Jackson,"Min-hee Kim, Jung-woo Ha, Jin-woong Jo, So-ri Moon",2019,164,5.1,323630,796.9,45
1459,Remember debate,"Adventure,Family","The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",Dan Trachtenberg,"Aomi Muyock, Karl Glusman, Klara Kristin, Juan Saavedra",1989,160,7.7,977174,151.93,44
1460,Yard open,"Comedy,Fantasy,Horror","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Morten Tyldum,"Adam Sandler, Salma Hayek, Kevin James, Chris Rock",1995,130,7.8,755339,252.43,91
1461,Huge really use,"Adventure,Drama,Fantasy",European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,Erik Van Looy,"Christian Bale, Johnny Depp, Christian Stolte, Jason Clarke",1985,172,7.2,628653,984.68,75
1462,First pull,"Drama,Fantasy,Romance","A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",Tyler Shields,"Sam Worthington, Liam Neeson, Ralph Fiennes,Jason Flemyng",2006,152,7.1,656094,16.42,60
1463,Traditional idea,Comedy,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",Kimberly Peirce,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow",1989,117,8.4,78365,28.05,62
1464,Then often,"Horror,Mystery","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",Eleanor Coppola,"Liam Neeson, Diane Kruger, January Jones,Aidan Quinn",1999,95,7.6,980944,591.52,32
1465,Poor close understand,"Action,Drama,Fantasy","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",Olivier Nakache,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,Tobey Maguire",1993,91,6.6,461071,281.43,95
1466,Field trouble summer,"Comedy,Crime",A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,Steven Quale,"FranÃ§ois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",1986,141,6.8,227433,942.42,83
1467,Establish actually value,"Action,Drama,Sport","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",Nima Nourizadeh,"Alexander SkarsgÃ¥rd, Brooklyn Decker, Liam Neeson,Rihanna",2025,80,6.6,625521,424.55,32
1468,Determine would particularly,"Action,Adventure,Thriller",Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,Alex Garland,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti",2009,132,4.1,280141,617.75,22
1469,Parent property financial,"Action,Crime,Drama","In 1960s New York, Walter Stackhouse is a successful architect married to the beautiful Clara who leads a seemingly perfect life. But his fascination with an unsolved murder leads him into a spiral of chaos as he is forced to play cat-and-mouse with a clever killer and an overambitious detective, while at the same time lusting after another woman.",Alexandre Aja,"Ethan Hawke, Lena Headey, Max Burkholder,Adelaide Kane",2004,93,4,52335,533.75,97
1470,Crime billion others,"Action,Fantasy","Three decades after the defeat of the Galactic Empire, a new threat arises. The First Order attempts to rule the galaxy and only a ragtag group of heroes can stop them, along with the help of the Resistance.",Ivan Reitman,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",2014,118,7.5,374677,320.36,36
1471,Though area data,"Comedy,Family","A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression.",Steven Shainberg,"Reiko Aylesworth, Steven Pasquale,Shareeka Epps, John Ortiz",1993,168,4.9,281291,96.82,99
1472,Open letter soon,"Mystery,Romance,Thriller",A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,Kelly Fremon Craig,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor",2013,105,8.4,346611,361.52,36
1473,Reason face protect,"Drama,Horror","Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",Femi Oyeniran,"Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",1982,162,7.4,836905,967.65,64
1474,Manage enough there,"Action,Comedy,Sci-Fi","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Adam Leon,"John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",2013,108,5.7,757652,45.72,62
1475,Data quite brother,"Comedy,Family,Musical","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",Matt Ross,"Jason Momoa, Ron Perlman, Rose McGowan,Stephen Lang",2005,157,5.9,279264,190.77,46
1476,Lay now condition,"Drama,Thriller,War",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,Ryan Coogler,"Alison Brie, Gerard Butler, Willem Dafoe, Gretchen Mol",1986,126,6.2,529096,894.88,66
1477,Face wish,"Horror,Mystery","In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for.",Jon Watts,"Sandra Bullock, Jon Hamm, Michael Keaton, Pierre Coffin",2013,128,7.3,911722,710.81,74
1478,Age,"Comedy,Drama,Fantasy",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,Steven Brill,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",1998,118,4.7,421381,478.46,20
1479,Six decade play,"Drama,Fantasy,Musical","A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",Pierre Morel,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John C. McGinley",1999,134,8.9,602590,,25
1480,Company seek cause financial,"Drama,Fantasy,Romance","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",Rich Moore,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",2004,83,4.3,738205,64.65,92
1481,Effort stuff experience,"Action,Comedy,Drama",An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Phillip Noyce,"Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe",1982,164,4.9,408112,921.23,75
1482,Once size friend,"Drama,Sci-Fi,Thriller","Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",Alan Taylor,"Russell Crowe, Abbie Cornish, Albert Finney, Marion Cotillard",2024,156,6.9,822648,475.88,90
1483,Example first stay,"Action,Crime,Thriller","The story revolves around Nishimiya Shoko, a grade school student who has impaired hearing. She transfers into a new school, where she is bullied by her classmates, especially Ishida Shouya... See full summary Â»",Jennifer Kent,"Elizabeth Reaser, Lulu Wilson, Annalise Basso,Henry Thomas",1984,85,5.9,913384,728.33,26
1484,Both attorney kitchen,"Drama,History",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a breath-taking humanoid A.I.,James Franco,"Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin",2011,109,6.9,840984,303.93,73
1485,Let meeting,"Drama,History,War",A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,Sam Raimi,"Noomi Rapace, Michael Chiklis, Kerry BishÃ©,Peter Stormare",1995,116,5.7,989987,587.75,88
1486,West there,"Action,Drama,War","In a twisted social experiment, 80 Americans are locked in their high-rise corporate office in BogotÃ¡, Colombia and ordered by an unknown voice coming from the company's intercom system to participate in a deadly game of kill or be killed.",Jon Lucas,"Miles Teller, Shailene Woodley, Kyle Chandler,Jennifer Jason Leigh",1981,107,5.6,775264,698.74,66
1487,Statement need involve,"Adventure,Fantasy","The life and death story of Notorious B.I.G. (a.k.a. Christopher Wallace), who came straight out of Brooklyn to take the world of rap music by storm.",Ethan Coen,"Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head",2015,153,8.7,920129,833.21,30
1488,Leader view play,"Action,Crime,Sci-Fi",An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,Wes Anderson,"Tom Hardy, Gary Oldman, Noomi Rapace, Joel Kinnaman",2016,122,5.8,406706,766.28,36
1489,Reality gas tend,"Adventure,Drama,Fantasy","The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",Scott Waugh,"Eric Bana, Rebecca Hall, Jim Broadbent, CiarÃ¡n Hinds",1996,110,5.5,223018,374.22,
1490,Move assume,"Comedy,Drama,Family","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Sergei Bodrov,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till",1997,132,8.3,872737,19.09,44
1491,Serious less,"Romance,Sci-Fi,Thriller",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Srdjan Spasojevic,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",1983,95,4.6,647949,630.49,38
1492,Enough assume,"Action,Comedy,Sport",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,Gareth Edwards,"Alexander SkarsgÃ¥rd, Brooklyn Decker, Liam Neeson,Rihanna",2006,161,6.9,510325,,76
1493,Step pretty,"Action,Adventure,Sci-Fi","In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.",Richard Curtis,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",2014,176,7,956038,739.59,91
1494,Fast eight,"Drama,Sport","""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",Marcus Nispel,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",1999,117,6.5,295229,30.73,21
1495,That road drop scientist,"Action,Crime,Thriller",A murder inside the Louvre and clues in Da Vinci paintings lead to the discovery of a religious mystery protected by a secret society for two thousand years -- which could shake the foundations of Christianity.,Akan Satayev,"Kate Hudson, Anne Hathaway, Candice Bergen, Bryan Greenberg",2006,168,8,813450,791.31,93
1496,Step cold ask,"Drama,Music,Romance","When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",Brett Ratner,"Logan Lerman, Kevin McKidd, Steve Coogan,Brandon T. Jackson",2013,131,8.6,614327,53.5,34
1497,Reach grow keep turn,"Action,Comedy,Family",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,Joseph Gordon-Levitt,"Justin Long, Michael Parks, Haley Joel Osment,Genesis Rodriguez",2016,138,8.2,928445,482.09,55
1498,Executive around,"Comedy,Sci-Fi","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",Gilles Paquet-Brenner,"Asa Butterfield, ChloÃ« Grace Moretz, Christopher Lee, Ben Kingsley",2023,89,7.8,258141,382.41,71
1499,Back stand,"Horror,Mystery","A director (Charlize Theron) of an international aid agency in Africa meets a relief aid doctor (Javier Bardem) amidst a political/social revolution, and together face tough choices ... See full summary Â»",Michael Haneke,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",2025,164,7.2,805704,255.63,72
1500,Involve let,"Biography,History,Thriller",A jazz pianist falls for an aspiring actress in Los Angeles.,Brad Bird,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",1995,139,4.1,464038,391.5,57
1501,Since school,"Romance,Sci-Fi,Thriller","Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life.",John Butler,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow,Don Cheadle",1983,165,6.7,618738,740.86,44
1502,Agree,"Drama,Western","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Asghar Farhadi,"Michael Nyqvist, Noomi Rapace, Ewa FrÃ¶ling,Lena Endre",1982,122,6.1,219242,479.58,73
1503,Reflect leader international,"Drama,Mystery,Sci-Fi","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Baltasar KormÃ¡kur,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",2020,87,5.6,74240,,77
1504,Approach others himself,"Comedy,Drama,Musical","A titan of industry is sent to prison after she's caught insider trading. When she emerges ready to rebrand herself as America's latest sweetheart, not everyone she screwed over is so quick to forgive and forget.",Alexandre Aja,"Matt Damon, Tian Jing, Willem Dafoe, Andy Lau",1998,127,5.7,763412,494.27,83
1505,Wall way doctor,"Action,Comedy,Romance","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",John R. Leonetti,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",1998,131,4.2,80327,480.94,25
1506,Base vote gun,"Adventure,Comedy","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",Sean Penn,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith",2010,149,4.6,400025,934.65,67
1507,Reduce two,"Drama,Western",Lit professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation is his relationship with one of his students. Will Bennett risk his life for a second chance?,John R. Leonetti,"Keira Knightley, Jude Law, Aaron Taylor-Johnson,Matthew Macfadyen",2008,151,6.5,48182,220.99,45
1508,Apply message probably,"Comedy,Romance,Western",A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.,Barry Jenkins,"Colin Farrell, Woody Harrelson, Sam Rockwell,Christopher Walken",2020,119,4.3,773822,623.65,52
1509,Option show control,"Action,Drama,Thriller",A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,Joseph Cedar,"Jeremy Renner, Rose Byrne, Robert Carlyle, Harold Perrineau",2015,94,4.5,69862,367.29,21
1510,Total however both,"Action,Drama,Sport","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",Baltasar KormÃ¡kur,"Will Smith, Rosario Dawson, Woody Harrelson,Michael Ealy",2006,179,5.6,343063,199.75,67
1511,During let,"Crime,Horror,Thriller",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Tate Taylor,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black",1980,114,6.6,500582,910.35,99
1512,I add,"Action,Adventure,Drama",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,Scott Cooper,"Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",1985,86,6,13733,919.96,96
1513,Generation still poor,"Action,Comedy,Drama",A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,William Brent Bell,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard",2016,97,6.5,149775,995.71,48
1514,Down skin cultural western,"Action,Crime,Sci-Fi",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,Sergei Bodrov,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld,Brittany Snow",2006,89,8.9,130316,756.44,22
1515,Step summer,Drama,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ... See full summary Â»,Garth Davis,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",2013,141,5.8,751050,801.03,36
1516,Debate early beat,"Adventure,Comedy,Horror","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",Duncan Jones,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish",1988,135,5.2,183922,33.35,
1517,Base near,"Biography,Crime,Drama",Two brothers unleash a psychotic reign of terror on their journey to build an empire of unprecedented power in the British Mafia.,JosÃ© Padilha,"Michael Nyqvist, Noomi Rapace, Ewa FrÃ¶ling,Lena Endre",1987,115,4.2,129655,736.05,28
1518,Pressure,"Adventure,Crime,Mystery",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,Gary Winick,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",1986,116,7.9,574600,551.36,93
1519,Worker take discover,"Action,Horror,Thriller",A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,Ed Gass-Donnelly,"Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone",2005,96,6.6,32378,879.5,
1520,Trip check,"Comedy,Romance,Western","In Thailand, John Rambo joins a group of missionaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",Florian Henckel von Donnersmarck,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara",2008,125,8.1,771905,552.19,78
1521,Someone population whose wife,"Comedy,Sci-Fi","When Callum Lynch explores the memories of his ancestor Aguilar and gains the skills of a Master Assassin, he discovers he is a descendant of the secret Assassins society.",Greg Mottola,"Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",2003,176,4.2,780941,84.5,29
1522,Resource prepare,"Thriller,War","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",Timur Bekmambetov,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Ella Anderson",2009,178,5.3,399765,,31
1523,Health,"Action,Horror,Sci-Fi","When his home of New Eden is destroyed by a revitalized Brotherhood and its new Vamp leader, Martin finds himself alone in the badlands of America with only the distant memory of his mentor and legendary vampire hunter, Mister, to guide him.",John Lasseter,"Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman",1989,140,8.9,954992,745.41,85
1524,Individual live physical,"Drama,Romance,Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Phil Claydon,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima",1995,151,4.3,647070,710.95,38
1525,Measure support girl,"Action,Adventure,Family",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Lenny Abrahamson,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook",2023,146,8.2,939213,57.18,
1526,Hand act result,"Drama,Horror,Mystery","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Jamal Hill,"Colin Firth, Geoffrey Rush, Helena Bonham Carter,Derek Jacobi",2018,117,8.9,532292,792.66,95
1527,Describe worry claim politics,"Comedy,Mystery",A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Lone Scherfig,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",2003,172,6.2,479266,352.72,86
1528,Huge cold note,"Adventure,Drama,Horror",A kick boxer is out to avenge his brother.,Tom Ford,"Alexander SkarsgÃ¥rd, Rory J. Saper, Christian Stevens, Christoph Waltz",2023,178,5.4,581654,174.72,34
1529,Store whatever worker,"Action,Fantasy","A loving father finds a clown suit for his son's birthday party, only to realize that it is not a suit at all.",Ben Younger,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo",1984,119,6.3,300488,988.85,60
1530,Kind scene start any,"Drama,Fantasy,Mystery","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",Josh Boone,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",1987,131,7.1,46853,864.04,82
1531,Free eight occur,"Adventure,Mystery,Sci-Fi","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",John Stockwell,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon",1984,101,5.9,843108,264.99,45
1532,Dog help they,"Drama,Mystery,War",A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.,Rob Marshall,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,Kerry Washington",1985,111,6.8,542412,118.46,33
1533,Long dream,"Drama,Romance,War","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",Atom Egoyan,"Jeff Bridges, Matt Damon, Hailee Steinfeld,Josh Brolin",1996,86,4.3,749272,633.67,
1534,Travel long include,"Drama,Music","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Alex Ranarivelo,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher",2003,166,8.3,863685,706.64,94
